,When,Discharge,T_a,RH,v_a
537,2021-11-28 02:30:00,,,,
538,2021-11-28 02:45:00,,,,
539,2021-11-28 03:00:00,,,,
540,2021-11-28 03:15:00,,,,
541,2021-11-28 03:30:00,,,,
542,2021-11-28 03:45:00,,,,
543,2021-11-28 04:00:00,,,,
544,2021-11-28 04:15:00,,,,
545,2021-11-28 04:30:00,,,,
546,2021-11-28 04:45:00,,,,
547,2021-11-28 05:00:00,,,,
548,2021-11-28 05:15:00,,,,
549,2021-11-28 05:30:00,,,,
550,2021-11-28 05:45:00,,,,
551,2021-11-28 06:00:00,,,,
552,2021-11-28 06:15:00,,,,
553,2021-11-28 06:30:00,,,,
554,2021-11-28 06:45:00,,,,
555,2021-11-28 07:00:00,,,,
556,2021-11-28 07:15:00,,,,
557,2021-11-28 07:30:00,,,,
558,2021-11-28 07:45:00,,,,
559,2021-11-28 08:00:00,,,,
560,2021-11-28 08:15:00,,,,
561,2021-11-28 08:30:00,,,,
562,2021-11-28 08:45:00,,,,
563,2021-11-28 09:00:00,,,,
564,2021-11-28 09:15:00,,,,
565,2021-11-28 09:30:00,,,,
566,2021-11-28 09:45:00,,,,
567,2021-11-28 10:00:00,,,,
568,2021-11-28 10:15:00,,,,
569,2021-11-28 10:30:00,,,,
570,2021-11-28 10:45:00,,,,
571,2021-11-28 11:00:00,,,,
572,2021-11-28 11:15:00,,,,
573,2021-11-28 11:30:00,,,,
574,2021-11-28 11:45:00,,,,
575,2021-11-28 12:00:00,,,,
576,2021-11-28 12:15:00,,,,
577,2021-11-28 12:30:00,,,,
578,2021-11-28 12:45:00,,,,
579,2021-11-28 13:00:00,,,,
580,2021-11-28 13:15:00,,,,
581,2021-11-28 13:30:00,,,,
582,2021-11-28 13:45:00,,,,
583,2021-11-28 14:00:00,,,,
584,2021-11-28 14:15:00,,,,
585,2021-11-28 14:30:00,,,,
586,2021-11-28 14:45:00,,,,
587,2021-11-28 15:00:00,,,,
588,2021-11-28 15:15:00,,,,
589,2021-11-28 15:30:00,,,,
590,2021-11-28 15:45:00,,,,
591,2021-11-28 16:00:00,,,,
592,2021-11-28 16:15:00,,,,
593,2021-11-28 16:30:00,,,,
594,2021-11-28 16:45:00,,,,
595,2021-11-28 17:00:00,,,,
596,2021-11-28 17:15:00,,,,
597,2021-11-28 17:30:00,,,,
598,2021-11-28 17:45:00,,,,
599,2021-11-28 18:00:00,,,,
600,2021-11-28 18:15:00,,,,
601,2021-11-28 18:30:00,,,,
602,2021-11-28 18:45:00,,,,
603,2021-11-28 19:00:00,,,,
604,2021-11-28 19:15:00,,,,
605,2021-11-28 19:30:00,,,,
606,2021-11-28 19:45:00,,,,
607,2021-11-28 20:00:00,,,,
608,2021-11-28 20:15:00,,,,
609,2021-11-28 20:30:00,,,,
610,2021-11-28 20:45:00,,,,
611,2021-11-28 21:00:00,,,,
612,2021-11-28 21:15:00,,,,
613,2021-11-28 21:30:00,,,,
614,2021-11-28 21:45:00,,,,
615,2021-11-28 22:00:00,,,,
616,2021-11-28 22:15:00,,,,
617,2021-11-28 22:30:00,,,,
618,2021-11-28 22:45:00,,,,
619,2021-11-28 23:00:00,,,,
620,2021-11-28 23:15:00,,,,
621,2021-11-28 23:30:00,,,,
622,2021-11-28 23:45:00,,,,
623,2021-11-29 00:00:00,,,,
624,2021-11-29 00:15:00,,,,
625,2021-11-29 00:30:00,,,,
626,2021-11-29 00:45:00,,,,
627,2021-11-29 01:00:00,,,,
628,2021-11-29 01:15:00,,,,
629,2021-11-29 01:30:00,,,,
630,2021-11-29 01:45:00,,,,
631,2021-11-29 02:00:00,,,,
632,2021-11-29 02:15:00,,,,
633,2021-11-29 02:30:00,,,,
634,2021-11-29 02:45:00,,,,
635,2021-11-29 03:00:00,,,,
636,2021-11-29 03:15:00,,,,
637,2021-11-29 03:30:00,,,,
638,2021-11-29 03:45:00,,,,
639,2021-11-29 04:00:00,,,,
640,2021-11-29 04:15:00,,,,
641,2021-11-29 04:30:00,,,,
642,2021-11-29 04:45:00,,,,
643,2021-11-29 05:00:00,,,,
644,2021-11-29 05:15:00,,,,
645,2021-11-29 05:30:00,,,,
646,2021-11-29 05:45:00,,,,
647,2021-11-29 06:00:00,,,,
648,2021-11-29 06:15:00,,,,
649,2021-11-29 06:30:00,,,,
650,2021-11-29 06:45:00,,,,
651,2021-11-29 07:00:00,,,,
652,2021-11-29 07:15:00,,,,
653,2021-11-29 07:30:00,,,,
654,2021-11-29 07:45:00,,,,
655,2021-11-29 08:00:00,,,,
656,2021-11-29 08:15:00,,,,
657,2021-11-29 08:30:00,,,,
658,2021-11-29 08:45:00,,,,
659,2021-11-29 09:00:00,,,,
660,2021-11-29 09:15:00,,,,
661,2021-11-29 09:30:00,,,,
662,2021-11-29 09:45:00,,,,
663,2021-11-29 10:00:00,,,,
664,2021-11-29 10:15:00,,,,
665,2021-11-29 10:30:00,,,,
666,2021-11-29 10:45:00,,,,
667,2021-11-29 11:00:00,,,,
668,2021-11-29 11:15:00,,,,
669,2021-11-29 11:30:00,,,,
670,2021-11-29 11:45:00,,,,
671,2021-11-29 12:00:00,,,,
672,2021-11-29 12:15:00,,,,
673,2021-11-29 12:30:00,,,,
674,2021-11-29 12:45:00,,,,
675,2021-11-29 13:00:00,,,,
676,2021-11-29 13:15:00,,,,
677,2021-11-29 13:30:00,,,,
678,2021-11-29 13:45:00,,,,
679,2021-11-29 14:00:00,,,,
680,2021-11-29 14:15:00,,,,
681,2021-11-29 14:30:00,,,,
682,2021-11-29 14:45:00,,,,
683,2021-11-29 15:00:00,,,,
684,2021-11-29 15:15:00,,,,
685,2021-11-29 15:30:00,,,,
686,2021-11-29 15:45:00,,,,
687,2021-11-29 16:00:00,,,,
688,2021-11-29 16:15:00,,,,
689,2021-11-29 16:30:00,,,,
690,2021-11-29 16:45:00,,,,
691,2021-11-29 17:00:00,,,,
692,2021-11-29 17:15:00,,,,
693,2021-11-29 17:30:00,,,,
694,2021-11-29 17:45:00,,,,
695,2021-11-29 18:00:00,,,,
696,2021-11-29 18:15:00,,,,
697,2021-11-29 18:30:00,,,,
698,2021-11-29 18:45:00,,,,
699,2021-11-29 19:00:00,,,,
700,2021-11-29 19:15:00,,,,
701,2021-11-29 19:30:00,,,,
702,2021-11-29 19:45:00,,,,
703,2021-11-29 20:00:00,,,,
704,2021-11-29 20:15:00,,,,
705,2021-11-29 20:30:00,,,,
706,2021-11-29 20:45:00,,,,
707,2021-11-29 21:00:00,,,,
708,2021-11-29 21:15:00,,,,
709,2021-11-29 21:30:00,,,,
710,2021-11-29 21:45:00,,,,
711,2021-11-29 22:00:00,,,,
712,2021-11-29 22:15:00,,,,
713,2021-11-29 22:30:00,,,,
714,2021-11-29 22:45:00,,,,
715,2021-11-29 23:00:00,,,,
716,2021-11-29 23:15:00,,,,
717,2021-11-29 23:30:00,,,,
718,2021-11-29 23:45:00,,,,
719,2021-11-30 00:00:00,,,,
720,2021-11-30 00:15:00,,,,
721,2021-11-30 00:30:00,,,,
722,2021-11-30 00:45:00,,,,
723,2021-11-30 01:00:00,,,,
724,2021-11-30 01:15:00,,,,
725,2021-11-30 01:30:00,,,,
726,2021-11-30 01:45:00,,,,
727,2021-11-30 02:00:00,,,,
728,2021-11-30 02:15:00,,,,
729,2021-11-30 02:30:00,,,,
730,2021-11-30 02:45:00,,,,
731,2021-11-30 03:00:00,,,,
732,2021-11-30 03:15:00,,,,
733,2021-11-30 03:30:00,,,,
734,2021-11-30 03:45:00,,,,
735,2021-11-30 04:00:00,,,,
736,2021-11-30 04:15:00,,,,
737,2021-11-30 04:30:00,,,,
738,2021-11-30 04:45:00,,,,
739,2021-11-30 05:00:00,,,,
740,2021-11-30 05:15:00,,,,
741,2021-11-30 05:30:00,,,,
742,2021-11-30 05:45:00,,,,
743,2021-11-30 06:00:00,,,,
744,2021-11-30 06:15:00,,,,
745,2021-11-30 06:30:00,,,,
746,2021-11-30 06:45:00,,,,
747,2021-11-30 07:00:00,,,,
748,2021-11-30 07:15:00,,,,
749,2021-11-30 07:30:00,,,,
750,2021-11-30 07:45:00,,,,
751,2021-11-30 08:00:00,,,,
752,2021-11-30 08:15:00,,,,
753,2021-11-30 08:30:00,,,,
754,2021-11-30 08:45:00,,,,
755,2021-11-30 09:00:00,,,,
756,2021-11-30 09:15:00,,,,
757,2021-11-30 09:30:00,,,,
758,2021-11-30 09:45:00,,,,
759,2021-11-30 10:00:00,,,,
760,2021-11-30 10:15:00,,,,
761,2021-11-30 10:30:00,,,,
762,2021-11-30 10:45:00,,,,
763,2021-11-30 11:00:00,,,,
764,2021-11-30 11:15:00,,,,
765,2021-11-30 11:30:00,,,,
766,2021-11-30 11:45:00,,,,
767,2021-11-30 12:00:00,,,,
768,2021-11-30 12:15:00,,,,
769,2021-11-30 12:30:00,,,,
770,2021-11-30 12:45:00,,,,
771,2021-11-30 13:00:00,,,,
772,2021-11-30 13:15:00,,,,
773,2021-11-30 13:30:00,,,,
774,2021-11-30 13:45:00,,,,
775,2021-11-30 14:00:00,,,,
776,2021-11-30 14:15:00,,,,
777,2021-11-30 14:30:00,,,,
778,2021-11-30 14:45:00,,,,
779,2021-11-30 15:00:00,,,,
780,2021-11-30 15:15:00,,,,
781,2021-11-30 15:30:00,,,,
782,2021-11-30 15:45:00,,,,
783,2021-11-30 16:00:00,,,,
784,2021-11-30 16:15:00,,,,
785,2021-11-30 16:30:00,,,,
786,2021-11-30 16:45:00,,,,
787,2021-11-30 17:00:00,,,,
788,2021-11-30 17:15:00,,,,
789,2021-11-30 17:30:00,,,,
790,2021-11-30 17:45:00,,,,
791,2021-11-30 18:00:00,,,,
792,2021-11-30 18:15:00,,,,
793,2021-11-30 18:30:00,,,,
794,2021-11-30 18:45:00,,,,
795,2021-11-30 19:00:00,,,,
796,2021-11-30 19:15:00,,,,
797,2021-11-30 19:30:00,,,,
798,2021-11-30 19:45:00,,,,
799,2021-11-30 20:00:00,,,,
800,2021-11-30 20:15:00,,,,
801,2021-11-30 20:30:00,,,,
802,2021-11-30 20:45:00,,,,
803,2021-11-30 21:00:00,,,,
804,2021-11-30 21:15:00,,,,
805,2021-11-30 21:30:00,,,,
806,2021-11-30 21:45:00,,,,
807,2021-11-30 22:00:00,,,,
808,2021-11-30 22:15:00,,,,
809,2021-11-30 22:30:00,,,,
810,2021-11-30 22:45:00,,,,
811,2021-11-30 23:00:00,,,,
812,2021-11-30 23:15:00,,,,
813,2021-11-30 23:30:00,,,,
814,2021-11-30 23:45:00,,,,
815,2021-12-01 00:00:00,,,,
816,2021-12-01 00:15:00,,,,
817,2021-12-01 00:30:00,,,,
818,2021-12-01 00:45:00,,,,
819,2021-12-01 01:00:00,,,,
820,2021-12-01 01:15:00,,,,
821,2021-12-01 01:30:00,,,,
822,2021-12-01 01:45:00,,,,
823,2021-12-01 02:00:00,,,,
824,2021-12-01 02:15:00,,,,
825,2021-12-01 02:30:00,,,,
826,2021-12-01 02:45:00,,,,
827,2021-12-01 03:00:00,,,,
828,2021-12-01 03:15:00,,,,
829,2021-12-01 03:30:00,,,,
830,2021-12-01 03:45:00,,,,
831,2021-12-01 04:00:00,,,,
832,2021-12-01 04:15:00,,,,
833,2021-12-01 04:30:00,,,,
834,2021-12-01 04:45:00,,,,
835,2021-12-01 05:00:00,,,,
836,2021-12-01 05:15:00,,,,
837,2021-12-01 05:30:00,,,,
838,2021-12-01 05:45:00,,,,
839,2021-12-01 06:00:00,,,,
840,2021-12-01 06:15:00,,,,
841,2021-12-01 06:30:00,,,,
842,2021-12-01 06:45:00,,,,
843,2021-12-01 07:00:00,,,,
844,2021-12-01 07:15:00,,,,
845,2021-12-01 07:30:00,,,,
846,2021-12-01 07:45:00,,,,
847,2021-12-01 08:00:00,,,,
848,2021-12-01 08:15:00,,,,
849,2021-12-01 08:30:00,,,,
850,2021-12-01 08:45:00,,,,
851,2021-12-01 09:00:00,,,,
852,2021-12-01 09:15:00,,,,
853,2021-12-01 09:30:00,,,,
854,2021-12-01 09:45:00,,,,
855,2021-12-01 10:00:00,,,,
856,2021-12-01 10:15:00,,,,
857,2021-12-01 10:30:00,,,,
858,2021-12-01 10:45:00,,,,
859,2021-12-01 11:00:00,,,,
860,2021-12-01 11:15:00,,,,
861,2021-12-01 11:30:00,,,,
862,2021-12-01 11:45:00,,,,
863,2021-12-01 12:00:00,,,,
864,2021-12-01 12:15:00,,,,
865,2021-12-01 12:30:00,,,,
866,2021-12-01 12:45:00,,,,
867,2021-12-01 13:00:00,,,,
868,2021-12-01 13:15:00,,,,
869,2021-12-01 13:30:00,,,,
870,2021-12-01 13:45:00,,,,
871,2021-12-01 14:00:00,,,,
872,2021-12-01 14:15:00,,,,
873,2021-12-01 14:30:00,,,,
874,2021-12-01 14:45:00,,,,
875,2021-12-01 15:00:00,,,,
876,2021-12-01 15:15:00,,,,
877,2021-12-01 15:30:00,,,,
878,2021-12-01 15:45:00,,,,
879,2021-12-01 16:00:00,,,,
880,2021-12-01 16:15:00,,,,
881,2021-12-01 16:30:00,,,,
882,2021-12-01 16:45:00,,,,
883,2021-12-01 17:00:00,,,,
884,2021-12-01 17:15:00,,,,
885,2021-12-01 17:30:00,,,,
886,2021-12-01 17:45:00,,,,
887,2021-12-01 18:00:00,,,,
888,2021-12-01 18:15:00,,,,
889,2021-12-01 18:30:00,,,,
890,2021-12-01 18:45:00,,,,
891,2021-12-01 19:00:00,,,,
892,2021-12-01 19:15:00,,,,
893,2021-12-01 19:30:00,,,,
894,2021-12-01 19:45:00,,,,
895,2021-12-01 20:00:00,,,,
896,2021-12-01 20:15:00,,,,
897,2021-12-01 20:30:00,,,,
898,2021-12-01 20:45:00,,,,
899,2021-12-01 21:00:00,,,,
900,2021-12-01 21:15:00,,,,
901,2021-12-01 21:30:00,,,,
902,2021-12-01 21:45:00,,,,
903,2021-12-01 22:00:00,,,,
904,2021-12-01 22:15:00,,,,
905,2021-12-01 22:30:00,,,,
906,2021-12-01 22:45:00,,,,
907,2021-12-01 23:00:00,,,,
908,2021-12-01 23:15:00,,,,
909,2021-12-01 23:30:00,,,,
910,2021-12-01 23:45:00,,,,
911,2021-12-02 00:00:00,,,,
912,2021-12-02 00:15:00,,,,
913,2021-12-02 00:30:00,,,,
914,2021-12-02 00:45:00,,,,
915,2021-12-02 01:00:00,,,,
916,2021-12-02 01:15:00,,,,
917,2021-12-02 01:30:00,,,,
918,2021-12-02 01:45:00,,,,
919,2021-12-02 02:00:00,,,,
920,2021-12-02 02:15:00,,,,
921,2021-12-02 02:30:00,,,,
922,2021-12-02 02:45:00,,,,
923,2021-12-02 03:00:00,,,,
924,2021-12-02 03:15:00,,,,
925,2021-12-02 03:30:00,,,,
926,2021-12-02 03:45:00,,,,
927,2021-12-02 04:00:00,,,,
928,2021-12-02 04:15:00,,,,
929,2021-12-02 04:30:00,,,,
930,2021-12-02 04:45:00,,,,
931,2021-12-02 05:00:00,,,,
932,2021-12-02 05:15:00,,,,
933,2021-12-02 05:30:00,,,,
934,2021-12-02 05:45:00,,,,
935,2021-12-02 06:00:00,,,,
936,2021-12-02 06:15:00,,,,
937,2021-12-02 06:30:00,,,,
938,2021-12-02 06:45:00,,,,
939,2021-12-02 07:00:00,,,,
940,2021-12-02 07:15:00,,,,
941,2021-12-02 07:30:00,,,,
942,2021-12-02 07:45:00,,,,
943,2021-12-02 08:00:00,,,,
944,2021-12-02 08:15:00,,,,
945,2021-12-02 08:30:00,,,,
946,2021-12-02 08:45:00,,,,
947,2021-12-02 09:00:00,,,,
948,2021-12-02 09:15:00,,,,
949,2021-12-02 09:30:00,,,,
950,2021-12-02 09:45:00,,,,
951,2021-12-02 10:00:00,,,,
952,2021-12-02 10:15:00,,,,
953,2021-12-02 10:30:00,,,,
954,2021-12-02 10:45:00,,,,
955,2021-12-02 11:00:00,,,,
956,2021-12-02 11:15:00,,,,
957,2021-12-02 11:30:00,,,,
958,2021-12-02 11:45:00,,,,
959,2021-12-02 12:00:00,,,,
960,2021-12-02 12:15:00,,,,
961,2021-12-02 12:30:00,,,,
962,2021-12-02 12:45:00,,,,
963,2021-12-02 13:00:00,,,,
964,2021-12-02 13:15:00,,,,
965,2021-12-02 13:30:00,,,,
966,2021-12-02 13:45:00,,,,
967,2021-12-02 14:00:00,,,,
968,2021-12-02 14:15:00,,,,
969,2021-12-02 14:30:00,,,,
970,2021-12-02 14:45:00,,,,
971,2021-12-02 15:00:00,,,,
972,2021-12-02 15:15:00,,,,
973,2021-12-02 15:30:00,,,,
974,2021-12-02 15:45:00,,,,
975,2021-12-02 16:00:00,,,,
976,2021-12-02 16:15:00,,,,
977,2021-12-02 16:30:00,,,,
978,2021-12-02 16:45:00,,,,
979,2021-12-02 17:00:00,,,,
980,2021-12-02 17:15:00,,,,
981,2021-12-02 17:30:00,,,,
982,2021-12-02 17:45:00,,,,
983,2021-12-02 18:00:00,,,,
984,2021-12-02 18:15:00,,,,
985,2021-12-02 18:30:00,,,,
986,2021-12-02 18:45:00,,,,
987,2021-12-02 19:00:00,,,,
988,2021-12-02 19:15:00,,,,
989,2021-12-02 19:30:00,,,,
990,2021-12-02 19:45:00,,,,
991,2021-12-02 20:00:00,,,,
992,2021-12-02 20:15:00,,,,
993,2021-12-02 20:30:00,,,,
994,2021-12-02 20:45:00,,,,
995,2021-12-02 21:00:00,,,,
996,2021-12-02 21:15:00,,,,
997,2021-12-02 21:30:00,,,,
998,2021-12-02 21:45:00,,,,
999,2021-12-02 22:00:00,,,,
1000,2021-12-02 22:15:00,,,,
1001,2021-12-02 22:30:00,,,,
1002,2021-12-02 22:45:00,,,,
1003,2021-12-02 23:00:00,,,,
1004,2021-12-02 23:15:00,,,,
1005,2021-12-02 23:30:00,,,,
1006,2021-12-02 23:45:00,,,,
1007,2021-12-03 00:00:00,,,,
1008,2021-12-03 00:15:00,,,,
1009,2021-12-03 00:30:00,,,,
1010,2021-12-03 00:45:00,,,,
1011,2021-12-03 01:00:00,,,,
1012,2021-12-03 01:15:00,,,,
1013,2021-12-03 01:30:00,,,,
1014,2021-12-03 01:45:00,,,,
1015,2021-12-03 02:00:00,,,,
1016,2021-12-03 02:15:00,,,,
1017,2021-12-03 02:30:00,,,,
1018,2021-12-03 02:45:00,,,,
1019,2021-12-03 03:00:00,,,,
1020,2021-12-03 03:15:00,,,,
1021,2021-12-03 03:30:00,,,,
1022,2021-12-03 03:45:00,,,,
1023,2021-12-03 04:00:00,,,,
1024,2021-12-03 04:15:00,,,,
1025,2021-12-03 04:30:00,,,,
1026,2021-12-03 04:45:00,,,,
1027,2021-12-03 05:00:00,,,,
1028,2021-12-03 05:15:00,,,,
1029,2021-12-03 05:30:00,,,,
1030,2021-12-03 05:45:00,,,,
1031,2021-12-03 06:00:00,,,,
1032,2021-12-03 06:15:00,,,,
1033,2021-12-03 06:30:00,,,,
1034,2021-12-03 06:45:00,,,,
1035,2021-12-03 07:00:00,,,,
1036,2021-12-03 07:15:00,,,,
1037,2021-12-03 07:30:00,,,,
1038,2021-12-03 07:45:00,,,,
1039,2021-12-03 08:00:00,,,,
1040,2021-12-03 08:15:00,,,,
1041,2021-12-03 08:30:00,1.77,-5.8,95.3,-0.01
1042,2021-12-03 08:45:00,3.0580000000000003,-17.21066666666667,95.77466666666666,-0.008555555555555558
1043,2021-12-03 09:00:00,12.389999999999999,-18.333333333333332,85.526,-0.004
1044,2021-12-03 09:15:00,2.8414444444444458,-18.866666666666667,79.19155555555554,-0.0031111111111111114
1045,2021-12-03 09:30:00,1.802444444444444,-20.0,72.81755555555556,-0.004999999999999999
1046,2021-12-03 09:45:00,1.800666666666667,-20.0,69.85855555555554,-0.007222222222222224
1047,2021-12-03 10:00:00,1.8033333333333328,-20.0,70.32844444444446,-0.007222222222222226
1048,2021-12-03 10:15:00,1.8037777777777781,-20.0,67.02922222222222,-0.005666666666666667
1049,2021-12-03 10:30:00,12.720666666666668,-17.555555555555557,78.30633333333334,-0.007222222222222224
1050,2021-12-03 10:45:00,5.8838888888888885,-10.85277777777778,85.5473333333333,-0.00688888888888889
1051,2021-12-03 11:00:00,10.41344444444444,-8.346111111111112,85.62577777777778,-0.0058888888888888906
1052,2021-12-03 11:15:00,11.78733333333334,-9.364111111111113,88.94266666666664,-0.0026666666666666666
1053,2021-12-03 11:30:00,10.317111111111105,-8.659333333333336,92.90666666666665,-0.0054444444444444445
1054,2021-12-03 11:45:00,10.176888888888884,-8.271222222222226,89.80033333333331,-0.007111111111111114
1055,2021-12-03 12:00:00,11.114333333333335,-9.048000000000009,90.3968888888889,-0.0035555555555555557
1056,2021-12-03 12:15:00,11.483444444444446,-9.61677777777778,93.226,-0.005000000000000002
1057,2021-12-03 12:30:00,9.203555555555551,-9.126777777777777,92.24066666666663,-0.007444444444444447
1058,2021-12-03 12:45:00,9.427303370786513,-8.41056179775281,92.29393258426965,-0.00640449438202247
1059,2021-12-03 13:00:00,2.261279069767442,-5.975232558139535,90.91767441860465,-0.007093023255813956
