Date,Hour,Temperature,Precipitation,RH,Wind_direction,Wind_speed 
2021/07/01,00:00,-1.3,0.0,65,156,0.0
2021/07/01,01:00,-1.5,0.0,63,161,0.0
2021/07/01,02:00,-2.7,0.0,71,80,0.0
2021/07/01,03:00,-3.3,0.0,74,229,0.0
2021/07/01,04:00,-4.0,0.0,81,221,1.0
2021/07/01,05:00,-3.6,0.0,70,199,0.1
2021/07/01,06:00,-4.5,0.0,69,283,0.0
2021/07/01,07:00,-5.8,0.0,81,191,0.0
2021/07/01,08:00,-5.2,0.0,78,197,0.2
2021/07/01,09:00,-2.0,0.0,66,124,0.1
2021/07/01,10:00,1.4,0.0,45,72,2.0
2021/07/01,11:00,3.7,0.0,22,76,3.5
2021/07/01,12:00,5.8,0.0,18,72,5.3
2021/07/01,13:00,7.0,0.0,13,61,6.2
2021/07/01,14:00,7.8,0.0,13,82,7.0
2021/07/01,15:00,8.0,0.0,13,90,7.5
2021/07/01,16:00,7.5,0.0,12,95,7.5
2021/07/01,17:00,6.7,0.0,10,87,5.1
2021/07/01,18:00,5.3,0.0,14,66,3.4
2021/07/01,19:00,2.8,0.0,22,49,2.5
2021/07/01,20:00,1.9,0.0,28,51,2.8
2021/07/01,21:00,-1.0,0.0,35,72,2.5
2021/07/01,22:00,-2.6,0.0,35,74,1.9
2021/07/01,23:00,-2.3,0.0,31,29,0.0
2021/07/02,00:00,-3.3,0.0,32,209,0.6
2021/07/02,01:00,-4.1,0.0,32,255,0.0
2021/07/02,02:00,-7.9,0.0,69,325,1.0
2021/07/02,03:00,-7.5,0.0,66,339,2.0
2021/07/02,04:00,-7.6,0.0,67,333,2.7
2021/07/02,05:00,-7.1,0.0,65,358,0.6
2021/07/02,06:00,-7.7,0.0,70,121,0.0
2021/07/02,07:00,-6.6,0.0,49,26,0.0
2021/07/02,08:00,-5.3,0.0,31,173,1.3
2021/07/02,09:00,-1.4,0.0,23,82,3.2
2021/07/02,10:00,2.4,0.0,12,76,4.7
2021/07/02,11:00,4.5,0.0,8,81,4.4
2021/07/02,12:00,6.3,0.0,6,93,6.7
2021/07/02,13:00,7.1,0.0,9,56,5.0
2021/07/02,14:00,7.1,0.0,9,64,5.8
2021/07/02,15:00,7.0,0.0,11,35,5.7
2021/07/02,16:00,6.7,0.0,9,88,7.4
2021/07/02,17:00,6.3,0.0,9,78,4.8
2021/07/02,18:00,4.9,0.0,10,72,2.9
2021/07/02,19:00,2.1,0.0,17,75,2.2
2021/07/02,20:00,-1.2,0.0,22,103,1.5
2021/07/02,21:00,-3.2,0.0,28,350,1.4
2021/07/02,22:00,-3.2,0.0,41,19,0.0
2021/07/02,23:00,-3.9,0.0,49,3,1.8
2021/07/03,00:00,-4.2,0.0,48,275,0.9
2021/07/03,01:00,-6.6,0.0,52,341,1.5
2021/07/03,02:00,-7.2,0.0,48,338,2.6
2021/07/03,03:00,-8.2,0.0,51,328,2.0
2021/07/03,04:00,-9.5,0.0,47,350,0.2
2021/07/03,05:00,-7.8,0.0,52,300,0.0
2021/07/03,06:00,-7.7,0.0,60,256,0.0
2021/07/03,07:00,-7.9,0.0,67,269,0.2
2021/07/03,08:00,-7.6,0.0,73,192,0.0
2021/07/03,09:00,-2.5,0.0,57,73,1.0
2021/07/03,10:00,1.8,0.0,11,87,2.8
2021/07/03,11:00,2.8,0.0,8,75,3.8
2021/07/03,12:00,4.3,0.0,9,94,5.3
2021/07/03,13:00,5.1,0.0,14,72,4.6
2021/07/03,14:00,5.7,0.0,11,47,2.7
2021/07/03,15:00,6.1,0.0,10,92,4.5
2021/07/03,16:00,6.1,0.0,9,143,4.4
2021/07/03,17:00,5.7,0.0,9,101,4.7
2021/07/03,18:00,4.6,0.0,10,55,3.3
2021/07/03,19:00,1.8,0.0,17,79,2.0
2021/07/03,20:00,-0.3,0.0,19,273,1.5
2021/07/03,21:00,-1.3,0.0,23,174,0.0
2021/07/03,22:00,-1.2,0.0,22,171,0.0
2021/07/03,23:00,-2.4,0.0,28,167,0.0
2021/07/04,00:00,-3.3,0.0,42,247,0.1
2021/07/04,01:00,-4.9,0.0,52,344,1.5
2021/07/04,02:00,-5.3,0.0,65,242,0.0
2021/07/04,03:00,-5.4,0.0,61,335,2.4
2021/07/04,04:00,-5.6,0.0,57,334,2.4
2021/07/04,05:00,-7.1,0.0,54,347,2.1
2021/07/04,06:00,-7.7,0.0,51,348,2.9
2021/07/04,07:00,-5.3,0.0,41,347,2.3
2021/07/04,08:00,-4.9,0.0,43,23,0.5
2021/07/04,09:00,-1.3,0.0,39,98,0.4
2021/07/04,10:00,1.6,0.0,32,68,1.2
2021/07/04,11:00,3.3,0.0,19,80,3.3
2021/07/04,12:00,5.2,0.0,14,4,2.6
2021/07/04,13:00,6.2,0.0,13,18,2.8
2021/07/04,14:00,6.8,0.0,15,345,3.1
2021/07/04,15:00,7.0,0.0,15,352,5.0
2021/07/04,16:00,6.6,0.0,16,359,5.2
2021/07/04,17:00,6.0,0.0,18,356,4.6
2021/07/04,18:00,4.8,0.0,22,356,5.5
2021/07/04,19:00,2.2,0.0,33,351,3.3
2021/07/04,20:00,-1.8,0.0,44,312,1.6
2021/07/04,21:00,-1.4,0.0,35,284,0.2
2021/07/04,22:00,-2.7,0.0,43,321,0.0
2021/07/04,23:00,-3.0,0.0,46,308,0.1
2021/07/05,00:00,-3.6,0.0,51,284,0.0
2021/07/05,01:00,-4.6,0.0,50,347,2.9
2021/07/05,02:00,-5.5,0.0,57,300,1.4
2021/07/05,03:00,-5.8,0.0,53,333,0.0
2021/07/05,04:00,-5.9,0.0,53,231,0.0
2021/07/05,05:00,-6.1,0.0,58,305,0.0
2021/07/05,06:00,-6.4,0.0,65,276,0.0
2021/07/05,07:00,-5.8,0.0,58,283,0.0
2021/07/05,08:00,-5.2,0.0,57,118,0.0
2021/07/05,09:00,-1.0,0.0,49,117,0.4
2021/07/05,10:00,1.8,0.0,37,50,1.9
2021/07/05,11:00,3.5,0.0,22,34,2.6
2021/07/05,12:00,5.1,0.0,15,349,4.0
2021/07/05,13:00,6.0,0.0,15,359,3.7
2021/07/05,14:00,6.5,0.0,15,10,3.7
2021/07/05,15:00,6.5,0.0,17,17,4.3
2021/07/05,16:00,6.6,0.0,18,16,3.5
2021/07/05,17:00,6.4,0.0,19,11,3.2
2021/07/05,18:00,5.7,0.0,30,15,5.0
2021/07/05,19:00,1.7,0.0,42,320,4.2
2021/07/05,20:00,-0.6,0.0,47,285,3.0
2021/07/05,21:00,-2.3,0.0,53,256,0.2
2021/07/05,22:00,-1.2,0.0,51,195,0.0
2021/07/05,23:00,-2.0,0.0,57,242,0.0
2021/07/06,00:00,-3.1,0.0,63,290,0.0
2021/07/06,01:00,-4.4,0.0,76,262,0.0
2021/07/06,02:00,-4.9,0.0,72,346,2.4
2021/07/06,03:00,-4.8,0.0,63,337,2.2
2021/07/06,04:00,-5.4,0.0,61,253,0.1
2021/07/06,05:00,-5.2,0.0,61,190,0.9
2021/07/06,06:00,-5.4,0.0,70,218,0.3
2021/07/06,07:00,-5.1,0.0,82,204,0.0
2021/07/06,08:00,-4.8,0.0,87,223,0.0
2021/07/06,09:00,-1.0,0.0,64,75,0.2
2021/07/06,10:00,1.0,0.0,53,90,2.1
2021/07/06,11:00,2.5,0.0,40,23,1.1
2021/07/06,12:00,4.0,0.0,32,49,1.9
2021/07/06,13:00,5.4,0.0,31,24,2.9
2021/07/06,14:00,6.8,0.0,25,46,2.3
2021/07/06,15:00,8.1,0.0,22,29,1.1
2021/07/06,16:00,8.6,0.0,23,242,3.3
2021/07/06,17:00,8.2,0.0,27,246,4.9
2021/07/06,18:00,6.7,0.0,29,223,5.9
2021/07/06,19:00,2.2,0.0,38,248,4.2
2021/07/06,20:00,1.1,0.0,40,273,4.4
2021/07/06,21:00,-0.1,0.0,45,92,0.6
2021/07/06,22:00,-0.8,0.0,48,351,1.8
2021/07/06,23:00,-2.5,0.0,56,335,2.1
2021/07/07,00:00,-3.6,0.0,66,341,1.6
2021/07/07,01:00,-4.1,0.0,72,344,2.3
2021/07/07,02:00,-5.1,0.0,72,339,2.0
2021/07/07,03:00,-6.0,0.0,67,333,2.0
2021/07/07,04:00,-5.3,0.0,66,346,2.3
2021/07/07,05:00,-5.8,0.0,64,338,2.6
2021/07/07,06:00,-5.4,0.0,57,5,1.1
2021/07/07,07:00,-5.8,0.0,57,210,0.0
2021/07/07,08:00,-3.7,0.0,51,348,2.5
2021/07/07,09:00,0.8,0.0,51,81,0.7
2021/07/07,10:00,3.9,0.0,35,61,2.4
2021/07/07,11:00,6.7,0.0,19,16,5.8
2021/07/07,12:00,7.5,0.0,18,11,5.9
2021/07/07,13:00,8.2,0.0,16,1,7.0
2021/07/07,14:00,8.7,0.0,14,2,5.7
2021/07/07,15:00,8.5,0.0,17,5,8.6
2021/07/07,16:00,8.2,0.0,23,6,7.8
2021/07/07,17:00,7.4,0.0,31,6,9.2
2021/07/07,18:00,5.8,0.0,34,1,8.6
2021/07/07,19:00,3.0,0.0,39,341,6.5
2021/07/07,20:00,1.0,0.0,46,330,6.4
2021/07/07,21:00,-0.2,0.0,49,332,1.9
2021/07/07,22:00,-0.4,0.0,47,351,1.5
2021/07/07,23:00,-2.7,0.0,43,3,1.6
2021/07/08,00:00,-2.8,0.0,50,337,0.6
2021/07/08,01:00,-4.1,0.0,50,335,0.0
2021/07/08,02:00,-3.5,0.0,43,220,0.0
2021/07/08,03:00,-3.5,0.0,35,195,0.8
2021/07/08,04:00,-3.3,0.0,30,254,0.5
2021/07/08,05:00,-5.1,0.0,37,357,0.0
2021/07/08,06:00,-4.8,0.0,38,202,0.1
2021/07/08,07:00,-5.3,0.0,38,303,0.3
2021/07/08,08:00,-4.7,0.0,53,290,0.0
2021/07/08,09:00,0.1,0.0,42,94,0.3
2021/07/08,10:00,3.0,0.0,31,94,1.2
2021/07/08,11:00,5.6,0.0,24,350,4.1
2021/07/08,12:00,6.7,0.0,21,13,3.9
2021/07/08,13:00,7.2,0.0,20,33,3.9
2021/07/08,14:00,7.6,0.0,21,16,4.5
2021/07/08,15:00,7.7,0.0,19,15,4.3
2021/07/08,16:00,7.8,0.0,17,352,3.1
2021/07/08,17:00,7.4,0.0,24,360,4.6
2021/07/08,18:00,6.1,0.0,41,6,6.3
2021/07/08,19:00,3.2,0.0,42,324,4.1
2021/07/08,20:00,0.9,0.0,42,274,1.7
2021/07/08,21:00,-0.3,0.0,47,283,1.2
2021/07/08,22:00,-1.6,0.0,51,325,1.8
2021/07/08,23:00,-2.2,0.0,56,328,1.9
2021/07/09,00:00,-2.3,0.0,59,335,2.3
2021/07/09,01:00,-2.9,0.0,66,335,2.4
2021/07/09,02:00,-3.5,0.0,65,348,2.8
2021/07/09,03:00,-4.5,0.0,64,342,3.2
2021/07/09,04:00,-3.9,0.0,54,329,2.7
2021/07/09,05:00,-3.9,0.0,53,216,1.1
2021/07/09,06:00,-5.4,0.0,61,309,0.0
2021/07/09,07:00,-6.7,0.0,74,313,0.3
2021/07/09,08:00,-4.7,0.0,74,150,0.6
2021/07/09,09:00,-1.0,0.0,50,90,1.2
2021/07/09,10:00,2.0,0.0,42,89,1.5
2021/07/09,11:00,4.2,0.0,24,54,0.8
2021/07/09,12:00,6.4,0.0,19,10,2.8
2021/07/09,13:00,7.4,0.0,19,15,3.4
2021/07/09,14:00,7.9,0.0,19,359,3.5
2021/07/09,15:00,8.2,0.0,19,12,4.2
2021/07/09,16:00,8.1,0.0,25,5,5.5
2021/07/09,17:00,7.9,0.0,28,360,6.1
2021/07/09,18:00,5.9,0.0,30,344,4.8
2021/07/09,19:00,2.9,0.0,33,313,4.6
2021/07/09,20:00,1.0,0.0,39,262,1.0
2021/07/09,21:00,-0.4,0.0,45,250,2.8
2021/07/09,22:00,0.1,0.0,47,18,0.0
2021/07/09,23:00,-1.3,0.0,54,325,0.8
2021/07/10,00:00,-2.8,0.0,70,320,1.0
2021/07/10,01:00,-2.9,0.0,73,291,1.3
2021/07/10,02:00,-3.0,0.0,68,206,1.6
2021/07/10,03:00,-2.4,0.0,61,218,0.0
2021/07/10,04:00,-3.9,0.0,78,341,3.3
2021/07/10,05:00,-3.8,0.0,80,315,2.1
2021/07/10,06:00,-4.9,0.0,73,347,1.7
2021/07/10,07:00,-4.9,0.0,69,255,1.2
2021/07/10,08:00,-4.1,0.0,70,204,0.4
2021/07/10,09:00,0.7,0.0,56,70,0.3
2021/07/10,10:00,2.5,0.0,49,69,1.5
2021/07/10,11:00,4.7,0.0,28,76,2.9
2021/07/10,12:00,6.5,0.0,16,2,3.6
2021/07/10,13:00,7.4,0.0,15,41,5.0
2021/07/10,14:00,7.7,0.0,14,13,4.7
2021/07/10,15:00,8.0,0.0,17,356,8.2
2021/07/10,16:00,7.4,0.0,17,359,6.1
2021/07/10,17:00,6.5,0.0,21,7,5.8
2021/07/10,18:00,5.4,0.0,25,352,5.3
2021/07/10,19:00,2.1,0.0,32,346,5.6
2021/07/10,20:00,0.6,0.0,35,347,5.2
2021/07/10,21:00,0.7,0.0,33,51,1.6
2021/07/10,22:00,-0.6,0.0,30,298,0.7
2021/07/10,23:00,-1.2,0.0,28,41,0.3
2021/07/11,00:00,-1.2,0.0,25,257,0.1
2021/07/11,01:00,-0.8,0.0,21,47,2.1
2021/07/11,02:00,-1.5,0.0,24,37,2.0
2021/07/11,03:00,-2.3,0.0,31,6,1.2
2021/07/11,04:00,-2.4,0.0,28,7,0.6
2021/07/11,05:00,-2.1,0.0,24,339,0.5
2021/07/11,06:00,-2.4,0.0,21,359,0.5
2021/07/11,07:00,-3.3,0.0,22,228,2.2
2021/07/11,08:00,-2.2,0.0,19,196,1.2
2021/07/11,09:00,-0.3,0.0,26,249,1.6
2021/07/11,10:00,1.4,0.0,27,106,1.1
2021/07/11,11:00,3.0,0.0,18,90,3.8
2021/07/11,12:00,4.7,0.0,16,28,2.2
2021/07/11,13:00,5.9,0.0,27,6,5.3
2021/07/11,14:00,5.6,0.0,30,9,6.7
2021/07/11,15:00,6.1,0.0,27,10,6.0
2021/07/11,16:00,6.5,0.0,23,33,4.4
2021/07/11,17:00,6.4,0.0,25,12,4.7
2021/07/11,18:00,5.7,0.0,32,23,3.3
2021/07/11,19:00,4.2,0.0,40,193,3.3
2021/07/11,20:00,1.3,0.0,56,279,3.5
2021/07/11,21:00,-0.1,0.0,70,254,3.2
2021/07/11,22:00,-1.5,0.0,77,309,1.8
2021/07/11,23:00,-2.0,0.0,86,37,0.0
2021/07/12,00:00,-2.4,0.0,90,354,1.8
2021/07/12,01:00,-2.8,0.0,92,288,0.0
2021/07/12,02:00,-2.1,0.0,91,189,1.1
2021/07/12,03:00,-2.4,0.0,81,210,0.0
2021/07/12,04:00,-4.2,0.0,83,325,0.5
2021/07/12,05:00,-4.0,0.0,86,278,1.2
2021/07/12,06:00,-5.0,0.0,91,34,0.0
2021/07/12,07:00,-4.5,0.0,89,198,0.0
2021/07/12,08:00,-3.3,0.0,81,188,0.1
2021/07/12,09:00,-0.2,0.0,64,118,0.1
2021/07/12,10:00,2.0,0.0,60,95,1.1
2021/07/12,11:00,4.0,0.0,47,3,0.7
2021/07/12,12:00,5.8,0.0,34,24,2.2
2021/07/12,13:00,7.2,0.0,22,356,6.1
2021/07/12,14:00,7.6,0.0,21,2,5.9
2021/07/12,15:00,7.5,0.0,21,11,5.8
2021/07/12,16:00,7.3,0.0,25,11,8.0
2021/07/12,17:00,6.7,0.0,29,9,6.1
2021/07/12,18:00,6.7,0.0,28,264,4.9
2021/07/12,19:00,2.7,0.0,32,267,3.3
2021/07/12,20:00,0.7,0.0,32,239,2.8
2021/07/12,21:00,0.1,0.0,40,344,2.7
2021/07/12,22:00,-1.8,0.0,55,328,2.3
2021/07/12,23:00,-2.2,0.0,54,342,2.0
2021/07/13,00:00,-2.3,0.0,57,351,1.2
2021/07/13,01:00,-3.1,0.0,62,338,2.1
2021/07/13,02:00,-3.4,0.0,72,338,1.4
2021/07/13,03:00,-3.5,0.0,72,26,1.0
2021/07/13,04:00,-4.1,0.0,68,323,1.4
2021/07/13,05:00,-3.8,0.0,60,271,0.7
2021/07/13,06:00,-3.9,0.0,54,197,0.6
2021/07/13,07:00,-4.8,0.0,59,280,0.0
2021/07/13,08:00,-3.6,0.0,64,320,0.0
2021/07/13,09:00,0.8,0.0,55,88,0.5
2021/07/13,10:00,2.6,0.0,45,42,0.9
2021/07/13,11:00,4.6,0.0,34,358,0.7
2021/07/13,12:00,6.6,0.0,26,17,3.0
2021/07/13,13:00,7.6,0.0,22,3,6.2
2021/07/13,14:00,7.9,0.0,23,22,6.1
2021/07/13,15:00,7.9,0.0,23,6,5.5
2021/07/13,16:00,7.7,0.0,27,11,5.1
2021/07/13,17:00,7.2,0.0,31,15,5.8
2021/07/13,18:00,6.2,0.0,41,8,7.8
2021/07/13,19:00,3.4,0.0,47,328,5.9
2021/07/13,20:00,1.9,0.0,51,329,5.6
2021/07/13,21:00,0.9,0.0,57,341,2.7
2021/07/13,22:00,-0.9,0.0,65,311,3.0
2021/07/13,23:00,-1.7,0.0,64,285,1.0
2021/07/14,00:00,-1.9,0.0,64,326,1.1
2021/07/14,01:00,-1.6,0.0,62,345,1.5
2021/07/14,02:00,-3.3,0.0,68,337,1.5
2021/07/14,03:00,-3.6,0.0,68,343,2.2
2021/07/14,04:00,-4.3,0.0,74,254,0.0
2021/07/14,05:00,-3.4,0.0,81,233,1.1
2021/07/14,06:00,-3.5,0.0,74,218,0.8
2021/07/14,07:00,-4.7,0.0,84,334,0.0
2021/07/14,08:00,-3.7,0.0,87,68,0.0
2021/07/14,09:00,1.2,0.0,67,28,2.2
2021/07/14,10:00,3.1,0.0,60,21,0.5
2021/07/14,11:00,4.8,0.0,43,48,0.8
2021/07/14,12:00,6.3,0.0,28,47,1.6
2021/07/14,13:00,7.4,0.0,23,28,2.5
2021/07/14,14:00,8.4,0.0,22,25,3.4
2021/07/14,15:00,8.4,0.0,27,19,5.2
2021/07/14,16:00,8.1,0.0,30,16,5.9
2021/07/14,17:00,9.1,0.0,25,307,5.6
2021/07/14,18:00,6.5,0.0,36,289,6.2
2021/07/14,19:00,3.7,0.0,49,317,5.1
2021/07/14,20:00,1.0,0.0,58,330,3.6
2021/07/14,21:00,0.0,0.0,58,192,0.4
2021/07/14,22:00,0.0,0.0,58,236,0.0
2021/07/14,23:00,-1.8,0.0,61,320,0.0
2021/07/15,00:00,-2.9,0.0,70,302,1.5
2021/07/15,01:00,-2.8,0.0,58,287,1.5
2021/07/15,02:00,-4.0,0.0,63,15,0.5
2021/07/15,03:00,-3.4,0.0,68,36,0.0
2021/07/15,04:00,-4.2,0.0,76,3,0.3
2021/07/15,05:00,-4.5,0.0,76,327,2.1
2021/07/15,06:00,-5.0,0.0,67,332,1.8
2021/07/15,07:00,-5.2,0.0,61,198,0.0
2021/07/15,08:00,-4.5,0.0,70,209,0.8
2021/07/15,09:00,-0.9,0.0,62,128,1.0
2021/07/15,10:00,1.7,0.0,48,123,1.8
2021/07/15,11:00,3.9,0.0,36,75,1.2
2021/07/15,12:00,6.3,0.0,18,39,3.5
2021/07/15,13:00,7.9,0.0,13,5,6.3
2021/07/15,14:00,8.4,0.0,15,19,6.8
2021/07/15,15:00,8.4,0.0,20,6,5.8
2021/07/15,16:00,8.3,0.0,26,8,5.9
2021/07/15,17:00,8.2,0.0,22,323,3.6
2021/07/15,18:00,7.3,0.0,16,306,5.2
2021/07/15,19:00,2.6,0.0,24,304,5.9
2021/07/15,20:00,-0.2,0.0,31,305,4.0
2021/07/15,21:00,-1.3,0.0,38,317,3.6
2021/07/15,22:00,-1.8,0.0,51,298,4.4
2021/07/15,23:00,-2.0,0.0,56,296,2.3
2021/07/16,00:00,-1.6,0.0,59,276,3.4
2021/07/16,01:00,-2.9,0.0,65,212,0.0
2021/07/16,02:00,-3.0,0.0,68,342,0.2
2021/07/16,03:00,-4.9,0.0,81,335,2.6
2021/07/16,04:00,-5.0,0.0,71,346,2.4
2021/07/16,05:00,-5.4,0.0,72,324,1.4
2021/07/16,06:00,-5.4,0.0,50,267,0.5
2021/07/16,07:00,-6.4,0.0,57,180,0.0
2021/07/16,08:00,-4.9,0.0,69,282,0.2
2021/07/16,09:00,-0.4,0.0,51,115,0.3
2021/07/16,10:00,1.3,0.0,41,127,1.4
2021/07/16,11:00,3.4,0.0,27,108,1.7
2021/07/16,12:00,5.4,0.0,21,38,1.9
